Datacenter,SqlInstance,DatabaseName,State,RecoveryModel,LastFull,TimeSince LastFull_inDays,FullBackupSize,LastT-Log,TimeSince LastT-Log_inMins,T-LogBackupSize,LastUpdated
LVDC-EMS,P054D01LAWSQL01.IDSP.LOCAL,10472.M009.G001.S001,ONLINE,FULL,02-04-2023 17:10,3,0,04-04-2023 14:33,812,0,05-04-2023 04:07
LVDC-EMS,P054D01LAWSQL01.IDSP.LOCAL,9003.M006.G001.S001,ONLINE,FULL,02-04-2023 12:14,3,0.17,04-04-2023 14:23,822,0,05-04-2023 04:07
LVDC-EMS,P054D01LAWSQL01.IDSP.LOCAL,0001.T001.G001.S001,ONLINE,FULL,02-04-2023 20:03,3,0.01,04-04-2023 14:36,809,0,05-04-2023 04:06
LVDC-EMS,P054D01LAWSQL01.IDSP.LOCAL,6944.T002.G001.S001,ONLINE,FULL,03-04-2023 20:09,2,0,04-04-2023 15:11,774,0,05-04-2023 04:05
LVDC-EMS,P054D01LAWSQL01.IDSP.LOCAL,4491.M357 G001.S001,ONLINE,FULL,04-04-2023 15:25,1,0.01,04-04-2023 15:09,776,0,05-04-2023 04:06
LVDC-EMS,P054D01LAWSQL01.IDSP.LOCAL,OLKS08012.M067.G001.S001,ONLINE,FULL,04-04-2023 13:34,1,0.01,04-04-2023 14:26,819,0,05-04-2023 04:06
LVDC-EMS,P054D01LAWSQL01.IDSP.LOCAL,8076.M046.G001.S001,ONLINE,FULL,03-04-2023 22:27,2,0,04-04-2023 15:38,747,0,05-04-2023 04:06
LVDC-EMS,P054D01LAWSQL01.IDSP.LOCAL,0006.M222.G999.S033,ONLINE,FULL,04-04-2023 23:05,1,0.01,04-04-2023 14:47,798,0,05-04-2023 04:06
LVDC-EMS,P054D01LAWSQL01.IDSP.LOCAL,7059.T007.G001.S001,ONLINE,FULL,03-04-2023 18:58,2,0,04-04-2023 15:24,761,0,05-04-2023 04:06
LVDC-EMS,P054D01LAWSQL01.IDSP.LOCAL,OLKS06869.M014.G001.S001,ONLINE,FULL,04-04-2023 13:34,1,0.01,04-04-2023 14:35,810,0,05-04-2023 04:05
LVDC-EMS,P054D01LAWSQL01.IDSP.LOCAL,11249.M006.G001.S001,ONLINE,FULL,02-04-2023 13:27,3,0.01,04-04-2023 14:27,818,0,05-04-2023 04:07
LVDC-EMS,P054D01LAWSQL01.IDSP.LOCAL,9376.M003.G001.S001,ONLINE,FULL,05-04-2023 02:02,0,0.02,04-04-2023 15:42,743,0,05-04-2023 04:06
LVDC-EMS,P054D01LAWSQL01.IDSP.LOCAL,9934.M005 G001.S001,ONLINE,FULL,02-04-2023 08:49,3,0.07,04-04-2023 15:59,726,0,05-04-2023 04:05
LVDC-EMS,P054D01LAWSQL01.IDSP.LOCAL,6591.M010.G001.S001,ONLINE,FULL,04-04-2023 00:27,1,0,04-04-2023 15:18,767,0,05-04-2023 04:07
LVDC-EMS,P054D01LAWSQL01.IDSP.LOCAL,OLKS08092.T008.Box06,ONLINE,FULL,04-04-2023 13:34,1,0.01,04-04-2023 14:40,805,0,05-04-2023 04:06
LVDC-EMS,P054D01LAWSQL01.IDSP.LOCAL,3920.T623.G001.S001,ONLINE,FULL,04-04-2023 00:27,1,0,04-04-2023 15:22,763,0,05-04-2023 04:06
LVDC-EMS,P054D01LAWSQL01.IDSP.LOCAL,7694.T007.G001.S001,ONLINE,FULL,04-04-2023 03:04,1,0,04-04-2023 15:35,750,0,05-04-2023 04:05
LVDC-EMS,P054D01LAWSQL01.IDSP.LOCAL,7487.M177.G001.S001,ONLINE,FULL,04-04-2023 04:26,1,0,04-04-2023 15:30,755,0,05-04-2023 04:07
LVDC-EMS,P054D01LAWSQL01.IDSP.LOCAL,10956.M006.G002.S002,ONLINE,FULL,02-04-2023 18:18,3,0.01,04-04-2023 14:27,818,0,05-04-2023 04:06
LVDC-EMS,P054D01LAWSQL01.IDSP.LOCAL,7539.T009.G001.S001,ONLINE,FULL,04-04-2023 23:05,1,0.01,04-04-2023 14:23,822,0,05-04-2023 04:07
LVDC-EMS,P054D01LAWSQL01.IDSP.LOCAL,00006.M222.G999.S231,ONLINE,FULL,04-04-2023 01:50,1,0,04-04-2023 15:32,753,0,05-04-2023 04:07
LVDC-EMS,P054D01LAWSQL01.IDSP.LOCAL,6549.M043.G003.S001,ONLINE,FULL,05-04-2023 02:02,0,0.02,04-04-2023 15:39,746,0,05-04-2023 04:05
LVDC-EMS,P054D01LAWSQL01.IDSP.LOCAL,OLKS10973.T007 G001.S001,ONLINE,FULL,02-04-2023 18:18,3,0.01,04-04-2023 14:35,810,0,05-04-2023 04:06
LVDC-EMS,P054D01LAWSQL01.IDSP.LOCAL,OLKS07762.M004.S001.G001,ONLINE,FULL,04-04-2023 07:55,1,0,04-04-2023 14:23,822,0,05-04-2023 04:06
LVDC-EMS,P054D01LAWSQL01.IDSP.LOCAL,7487.M325.G001.S001,ONLINE,FULL,04-04-2023 10:14,1,0,04-04-2023 14:39,806,0,05-04-2023 04:07
LVDC-EMS,P054D01LAWSQL01.IDSP.LOCAL,OLKS08261.M302.G001.S001,ONLINE,FULL,04-04-2023 13:34,1,0.01,04-04-2023 14:26,819,0,05-04-2023 04:07
LVDC-EMS,P054D01LAWSQL01.IDSP.LOCAL,8635.M009.G001.S001,ONLINE,FULL,04-04-2023 16:44,1,0.01,04-04-2023 14:24,821,0,05-04-2023 04:06
LVDC-EMS,P054D01LAWSQL01.IDSP.LOCAL,6929.M044.G001.S001,ONLINE,FULL,03-04-2023 18:58,2,0,04-04-2023 15:31,754,0,05-04-2023 04:07
LVDC-EMS,P054D01LAWSQL01.IDSP.LOCAL,6899.T007.G001.S001,ONLINE,FULL,04-04-2023 18:05,1,0.01,04-04-2023 14:51,794,0,05-04-2023 04:06
LVDC-EMS,P054D01LAWSQL01.IDSP.LOCAL,OLKS08261.M118,ONLINE,FULL,02-04-2023 08:49,3,0.06,04-04-2023 15:24,761,0,05-04-2023 04:05
LVDC-EMS,P054D01LAWSQL01.IDSP.LOCAL,8261.T046.G001.S001,ONLINE,FULL,04-04-2023 12:34,1,0.01,04-04-2023 15:38,747,0,05-04-2023 04:06
LVDC-EMS,P054D01LAWSQL01.IDSP.LOCAL,8875.M017.G001.S001,ONLINE,FULL,04-04-2023 13:34,1,0.01,04-04-2023 15:36,749,0,05-04-2023 04:06
LVDC-EMS,P054D01LAWSQL01.IDSP.LOCAL,3562.M1960.G001.S001,ONLINE,FULL,04-04-2023 04:26,1,0,04-04-2023 14:59,786,0,05-04-2023 04:05
LVDC-EMS,P054D01LAWSQL01.IDSP.LOCAL,7408.M022 G001.S001,ONLINE,FULL,04-04-2023 04:26,1,0,04-04-2023 15:26,759,0,05-04-2023 04:06
LVDC-EMS,P054D01LAWSQL01.IDSP.LOCAL,7710.M026 G001.S001,ONLINE,FULL,04-04-2023 23:05,1,0.01,04-04-2023 14:25,820,0,05-04-2023 04:07
LVDC-EMS,P054D01LAWSQL01.IDSP.LOCAL,1268.M002.G001.S001,ONLINE,FULL,04-04-2023 11:28,1,0.01,04-04-2023 15:37,748,0,05-04-2023 04:05
LVDC-EMS,P054D01LAWSQL01.IDSP.LOCAL,8011.M063.G001.S001,ONLINE,FULL,03-04-2023 22:27,2,0,04-04-2023 15:22,763,0,05-04-2023 04:06
LVDC-EMS,P054D01LAWSQL01.IDSP.LOCAL,8875.M064.G001.S001,ONLINE,FULL,04-04-2023 16:44,1,0.01,04-04-2023 14:46,799,0,05-04-2023 04:05
LVDC-EMS,P054D01LAWSQL01.IDSP.LOCAL,00024.M102.G001.S001,ONLINE,FULL,04-04-2023 23:05,1,0.01,04-04-2023 15:47,738,0,05-04-2023 04:07
LVDC-EMS,P054D01LAWSQL01.IDSP.LOCAL,T004TEST,ONLINE,FULL,02-04-2023 12:14,3,0.28,04-04-2023 15:05,780,0,05-04-2023 04:06
LVDC-EMS,P054D01LAWSQL01.IDSP.LOCAL,DMNL00145.T002,ONLINE,FULL,05-04-2023 00:44,0,0.02,04-04-2023 15:55,730,0,05-04-2023 04:05
LVDC-EMS,P054D01LAWSQL01.IDSP.LOCAL,11284.T035 G001,ONLINE,FULL,02-04-2023 15:57,3,0.01,04-04-2023 14:36,809,0,05-04-2023 04:07
LVDC-EMS,P054D01LAWSQL01.IDSP.LOCAL,OLKS07563.T00.G001.S001,ONLINE,FULL,04-04-2023 12:34,1,0.01,04-04-2023 14:36,809,0,05-04-2023 04:06
LVDC-EMS,P054D01LAWSQL01.IDSP.LOCAL,8237.M033 G001.S001,ONLINE,FULL,03-04-2023 22:27,2,0,04-04-2023 15:23,762,0,05-04-2023 04:06
LVDC-EMS,P054D01LAWSQL01.IDSP.LOCAL,6957.M040.G001.S001,ONLINE,FULL,03-04-2023 20:09,2,0,04-04-2023 15:50,735,0,05-04-2023 04:07
LVDC-EMS,P054D01LAWSQL01.IDSP.LOCAL,7965.E002 G001.S001,ONLINE,FULL,02-04-2023 18:18,3,0.01,04-04-2023 15:16,769,0,05-04-2023 04:06
LVDC-EMS,P054D01LAWSQL01.IDSP.LOCAL,9357.M026 G001.S001,ONLINE,FULL,02-04-2023 17:10,3,0.01,04-04-2023 15:17,768,0,05-04-2023 04:05
LVDC-EMS,P054D01LAWSQL01.IDSP.LOCAL,7063.M179.G001.S001,ONLINE,FULL,03-04-2023 22:27,2,0,04-04-2023 16:02,723,0,05-04-2023 04:06
LVDC-EMS,P054D01LAWSQL01.IDSP.LOCAL,8269.M003.G001.S001,ONLINE,FULL,04-04-2023 12:34,1,0.01,04-04-2023 14:19,826,0,05-04-2023 04:05
LVDC-EMS,P054D01LAWSQL01.IDSP.LOCAL,0999.T055.G001.S001,ONLINE,FULL,04-04-2023 19:22,1,0.01,04-04-2023 15:19,766,0,05-04-2023 04:06
LVDC-EMS,P054D01LAWSQL01.IDSP.LOCAL,11606.T037 G001 S001,ONLINE,FULL,02-04-2023 15:57,3,0.01,04-04-2023 15:13,772,0,05-04-2023 04:06
LVDC-EMS,P054D01LAWSQL01.IDSP.LOCAL,OLKS03171.T774.G001.S002,ONLINE,FULL,04-04-2023 00:27,1,0,04-04-2023 14:47,798,0,05-04-2023 04:05
LVDC-EMS,P054D01LAWSQL01.IDSP.LOCAL,MSG_file_Test,ONLINE,FULL,03-04-2023 22:27,2,0,04-04-2023 14:30,815,0,05-04-2023 04:07
LVDC-EMS,P054D01LAWSQL01.IDSP.LOCAL,7633.M006.G001.S001,ONLINE,FULL,05-04-2023 02:02,0,0.02,04-04-2023 14:35,810,0,05-04-2023 04:05
LVDC-EMS,P054D01LAWSQL01.IDSP.LOCAL,8533.M030.G001.S001,ONLINE,FULL,02-04-2023 10:19,3,0.13,04-04-2023 14:49,796,0,05-04-2023 04:07
LVDC-EMS,P054D01LAWSQL01.IDSP.LOCAL,8392.M002.G001.S022,ONLINE,FULL,02-04-2023 08:49,3,0.06,04-04-2023 15:20,765,0,05-04-2023 04:07
LVDC-EMS,P054D01LAWSQL01.IDSP.LOCAL,7090.M002.G001.S001,ONLINE,FULL,04-04-2023 10:14,1,0,04-04-2023 14:27,818,0,05-04-2023 04:07
LVDC-EMS,P054D01LAWSQL01.IDSP.LOCAL,6863.T011.G001.S001,ONLINE,FULL,03-04-2023 20:09,2,0,04-04-2023 15:36,749,0,05-04-2023 04:06
LVDC-EMS,P054D01LAWSQL01.IDSP.LOCAL,7714.M031.G001.S001,ONLINE,FULL,04-04-2023 03:04,1,0,04-04-2023 14:43,802,0,05-04-2023 04:06
LVDC-EMS,P054D01LAWSQL01.IDSP.LOCAL,OLKS09027.M002.G001.S001,ONLINE,FULL,04-04-2023 18:05,1,0.01,04-04-2023 14:34,811,0,05-04-2023 04:07
LVDC-EMS,P054D01LAWSQL01.IDSP.LOCAL,Doculex_90157694,ONLINE,FULL,02-04-2023 13:27,3,0.01,04-04-2023 14:30,815,0,05-04-2023 04:06
LVDC-EMS,P054D01LAWSQL01.IDSP.LOCAL,7063.M052.G001.S001,ONLINE,FULL,03-04-2023 18:58,2,0,04-04-2023 16:01,724,0,05-04-2023 04:06
LVDC-EMS,P054D01LAWSQL01.IDSP.LOCAL,OLKS08828.M025.G001.S001,ONLINE,FULL,04-04-2023 16:44,1,0.01,04-04-2023 15:12,773,0,05-04-2023 04:06
LVDC-EMS,P054D01LAWSQL01.IDSP.LOCAL,8869.M036 G001.S001_New,ONLINE,FULL,04-04-2023 19:22,1,0.01,04-04-2023 14:16,829,0,05-04-2023 04:06
LVDC-EMS,P054D01LAWSQL01.IDSP.LOCAL,OLKS00007.M204.G003.S001,ONLINE,FULL,05-04-2023 02:02,0,0.02,04-04-2023 14:29,816,0,05-04-2023 04:07
LVDC-EMS,P054D01LAWSQL01.IDSP.LOCAL,0006.M222.G991.S001,ONLINE,FULL,04-04-2023 00:26,1,0,04-04-2023 15:33,752,0,05-04-2023 04:06
LVDC-EMS,P054D01LAWSQL01.IDSP.LOCAL,0006.M22.G060.S050,ONLINE,FULL,03-04-2023 18:58,2,0,04-04-2023 15:11,774,0,05-04-2023 04:05
LVDC-EMS,P054D01LAWSQL01.IDSP.LOCAL,OLKS09801.T001,ONLINE,FULL,04-04-2023 15:25,1,0.01,04-04-2023 14:32,813,0,05-04-2023 04:05
LVDC-EMS,P054D01LAWSQL01.IDSP.LOCAL,OLKS07008.M004.G001,ONLINE,FULL,04-04-2023 10:14,1,0,04-04-2023 15:34,751,0,05-04-2023 04:05
LVDC-EMS,P054D01LAWSQL01.IDSP.LOCAL,8367.M022 G001.S001,ONLINE,FULL,04-04-2023 11:28,1,0.01,04-04-2023 15:56,729,0,05-04-2023 04:06
LVDC-EMS,P054D01LAWSQL01.IDSP.LOCAL,OLKS07040.T024.G001.S001,ONLINE,FULL,04-04-2023 06:55,1,0,04-04-2023 14:22,823,0,05-04-2023 04:06
LVDC-EMS,P054D01LAWSQL01.IDSP.LOCAL,OLKS08828.T021,ONLINE,FULL,04-04-2023 16:44,1,0.01,04-04-2023 14:41,804,0,05-04-2023 04:06
LVDC-EMS,P054D01LAWSQL01.IDSP.LOCAL,8071.M089.G001.S001,ONLINE,FULL,04-04-2023 20:27,1,0.01,04-04-2023 16:03,722,0,05-04-2023 04:07
LVDC-EMS,P054D01LAWSQL01.IDSP.LOCAL,8468.M010.G001.S001_New,ONLINE,FULL,04-04-2023 12:34,1,0.01,04-04-2023 14:45,800,0,05-04-2023 04:06
LVDC-EMS,P054D01LAWSQL01.IDSP.LOCAL,10005.M006.G001.S001,ONLINE,FULL,04-04-2023 05:27,1,0,04-04-2023 15:37,748,0,05-04-2023 04:06
LVDC-EMS,P054D01LAWSQL01.IDSP.LOCAL,6826.M002.G001.S001,ONLINE,FULL,04-04-2023 06:55,1,0.01,04-04-2023 15:36,749,0,05-04-2023 04:05
LVDC-EMS,P054D01LAWSQL01.IDSP.LOCAL,00006.M222.G999.S026,ONLINE,FULL,04-04-2023 06:55,1,0,04-04-2023 15:08,777,0,05-04-2023 04:05
LVDC-EMS,P054D01LAWSQL01.IDSP.LOCAL,6957.M029.G001.S001,ONLINE,FULL,04-04-2023 06:55,1,0,04-04-2023 15:29,756,0,05-04-2023 04:05
LVDC-EMS,P054D01LAWSQL01.IDSP.LOCAL,5761.M564 G001 S001,ONLINE,FULL,04-04-2023 15:25,1,0.01,04-04-2023 15:20,765,0,05-04-2023 04:05
LVDC-EMS,P054D01LAWSQL01.IDSP.LOCAL,6929.M107.G001.S001,ONLINE,FULL,03-04-2023 18:58,2,0,04-04-2023 15:46,739,0,05-04-2023 04:05
LVDC-EMS,P054D01LAWSQL01.IDSP.LOCAL,OLKS09115.M002.G001.S001,ONLINE,FULL,05-04-2023 00:44,0,0.01,04-04-2023 14:21,824,0,05-04-2023 04:05
LVDC-EMS,P054D01LAWSQL01.IDSP.LOCAL,OLKS00026.M019.G004.S001,ONLINE,FULL,02-04-2023 18:18,3,0.03,04-04-2023 15:19,766,0,05-04-2023 04:06
LVDC-EMS,P054D01LAWSQL01.IDSP.LOCAL,OLKS09194.M015.G001.S001,ONLINE,FULL,02-04-2023 17:10,3,0.01,04-04-2023 15:19,766,0,05-04-2023 04:06
LVDC-EMS,P054D01LAWSQL01.IDSP.LOCAL,9653.T019.G001.S001,ONLINE,FULL,02-04-2023 13:27,3,0.01,04-04-2023 14:17,828,0,05-04-2023 04:07
LVDC-EMS,P054D01LAWSQL01.IDSP.LOCAL,7049.M001.G001.S001,ONLINE,FULL,03-04-2023 18:58,2,0,04-04-2023 15:46,739,0,05-04-2023 04:06
LVDC-EMS,P054D01LAWSQL01.IDSP.LOCAL,9161.M004 G001 S001,ONLINE,FULL,04-04-2023 16:44,1,0.01,04-04-2023 15:17,768,0,05-04-2023 04:07
LVDC-EMS,P054D01LAWSQL01.IDSP.LOCAL,7229.M001.G001.S001,ONLINE,FULL,04-04-2023 04:26,1,0,04-04-2023 14:25,820,0,05-04-2023 04:06
LVDC-EMS,P054D01LAWSQL01.IDSP.LOCAL,7487.M283.G001.S001,ONLINE,FULL,04-04-2023 04:26,1,0,04-04-2023 14:23,822,0,05-04-2023 04:07
LVDC-EMS,P054D01LAWSQL01.IDSP.LOCAL,OLKS07633.M011.G001.S00,ONLINE,FULL,04-04-2023 07:55,1,0,04-04-2023 14:39,806,0,05-04-2023 04:06
LVDC-EMS,P054D01LAWSQL01.IDSP.LOCAL,7063.M151.G001.S001,ONLINE,FULL,03-04-2023 22:27,2,0,04-04-2023 15:47,738,0,05-04-2023 04:07
LVDC-EMS,P054D01LAWSQL01.IDSP.LOCAL,8015.T008.G001.S002,ONLINE,FULL,02-04-2023 08:49,3,0.08,04-04-2023 16:01,724,0,05-04-2023 04:07
LVDC-EMS,P054D01LAWSQL01.IDSP.LOCAL,7430.M035.G001.S001,ONLINE,FULL,02-04-2023 20:03,3,0.27,04-04-2023 15:32,753,0,05-04-2023 04:07
LVDC-EMS,P054D01LAWSQL01.IDSP.LOCAL,7026.T003 G001.S005,ONLINE,FULL,02-04-2023 08:49,3,0.11,04-04-2023 14:51,794,0,05-04-2023 04:06
LVDC-EMS,P054D01LAWSQL01.IDSP.LOCAL,OLKS07499.M006.G001.S001,ONLINE,FULL,04-04-2023 06:55,1,0,04-04-2023 14:41,804,0,05-04-2023 04:06
LVDC-EMS,P054D01LAWSQL01.IDSP.LOCAL,7557.M007.G001.S001,ONLINE,FULL,04-04-2023 03:04,1,0,04-04-2023 15:24,761,0,05-04-2023 04:06
LVDC-EMS,P054D01LAWSQL01.IDSP.LOCAL,8011.T079.G001.S001,ONLINE,FULL,04-04-2023 18:05,1,0.01,04-04-2023 16:00,725,0,05-04-2023 04:06
LVDC-EMS,P054D01LAWSQL01.IDSP.LOCAL,6929.M186.G001.S001,ONLINE,FULL,04-04-2023 10:14,1,0.01,04-04-2023 15:42,743,0,05-04-2023 04:07
LVDC-EMS,P054D01LAWSQL01.IDSP.LOCAL,8012.M145 G001 S001,ONLINE,FULL,02-04-2023 07:37,3,0.03,04-04-2023 14:32,813,0,05-04-2023 04:05
LVDC-EMS,P054D01LAWSQL01.IDSP.LOCAL,8941.M003.G001.S001,ONLINE,FULL,02-04-2023 10:19,3,0.15,04-04-2023 15:35,750,0,05-04-2023 04:07
LVDC-EMS,P054D01LAWSQL01.IDSP.LOCAL,OLKS09646.M027.G001.S002,ONLINE,FULL,02-04-2023 23:17,3,0.27,04-04-2023 14:23,822,0,05-04-2023 04:05
LVDC-EMS,P054D01LAWSQL01.IDSP.LOCAL,0006.M222.G998.S026,ONLINE,FULL,04-04-2023 00:26,1,0,04-04-2023 15:33,752,0,05-04-2023 04:05
LVDC-EMS,P054D01LAWSQL01.IDSP.LOCAL,3171.T779.G001.S001,ONLINE,FULL,04-04-2023 12:34,1,0,04-04-2023 14:25,820,0,05-04-2023 04:07
LVDC-EMS,P054D01LAWSQL01.IDSP.LOCAL,08261.M431 G001 S001,ONLINE,FULL,02-04-2023 14:40,3,0.01,04-04-2023 14:46,799,0,05-04-2023 04:06
LVDC-EMS,P054D01LAWSQL01.IDSP.LOCAL,law _test123,ONLINE,FULL,03-04-2023 18:58,2,0,04-04-2023 15:23,762,0,05-04-2023 04:06
LVDC-EMS,P054D01LAWSQL01.IDSP.LOCAL,8261.M251.G001.S001,ONLINE,FULL,02-04-2023 10:19,3,0.1,04-04-2023 14:19,826,0,05-04-2023 04:05
LVDC-EMS,P054D01LAWSQL01.IDSP.LOCAL,OLKS03562.M2009.G001,ONLINE,FULL,03-04-2023 22:27,2,0,04-04-2023 14:30,815,0,05-04-2023 04:05
LVDC-EMS,P054D01LAWSQL01.IDSP.LOCAL,5826.M017.G001.S001,ONLINE,FULL,04-04-2023 11:28,1,0,04-04-2023 14:12,833,0,05-04-2023 04:05
LVDC-EMS,P054D01LAWSQL01.IDSP.LOCAL,OLKS07040.T011.G001,ONLINE,FULL,04-04-2023 20:27,1,0.01,04-04-2023 15:34,751,0,05-04-2023 04:05
LVDC-EMS,P054D01LAWSQL01.IDSP.LOCAL,OLKS06997.M030.G001.S001,ONLINE,FULL,04-04-2023 05:27,1,0,04-04-2023 14:35,810,0,05-04-2023 04:06
LVDC-EMS,P054D01LAWSQL01.IDSP.LOCAL,OLKS08023.M001.G001.S001,ONLINE,FULL,05-04-2023 00:44,0,0.01,04-04-2023 14:37,808,0,05-04-2023 04:05
LVDC-EMS,P054D01LAWSQL01.IDSP.LOCAL,7063.M002.G001.S001,ONLINE,FULL,03-04-2023 18:58,2,0,04-04-2023 15:24,761,0,05-04-2023 04:06
LVDC-EMS,P054D01LAWSQL01.IDSP.LOCAL,8432.T036.G001.S001,ONLINE,FULL,04-04-2023 11:28,1,0.01,04-04-2023 14:53,792,0,05-04-2023 04:07
LVDC-EMS,P054D01LAWSQL01.IDSP.LOCAL,8261.M156.G001.S001,ONLINE,FULL,02-04-2023 08:49,3,0.06,04-04-2023 16:02,723,0,05-04-2023 04:06
LVDC-EMS,P054D01LAWSQL01.IDSP.LOCAL,5927.T059.G001.S001,ONLINE,FULL,05-04-2023 02:02,0,0.02,04-04-2023 15:23,762,0,05-04-2023 04:06
LVDC-EMS,P054D01LAWSQL01.IDSP.LOCAL,5903.M234.G001.S001,ONLINE,FULL,04-04-2023 16:44,1,0.01,04-04-2023 14:36,809,0,05-04-2023 04:07
LVDC-EMS,P054D01LAWSQL01.IDSP.LOCAL,7408.M021 G001.S001,ONLINE,FULL,05-04-2023 03:19,0,0.03,04-04-2023 14:27,818,0,05-04-2023 04:07
LVDC-EMS,P054D01LAWSQL01.IDSP.LOCAL,OLKS0876.T003.G001.S001,ONLINE,FULL,04-04-2023 18:05,1,0.01,04-04-2023 14:34,811,0,05-04-2023 04:07
LVDC-EMS,P054D01LAWSQL01.IDSP.LOCAL,11140.M018 G001.S001,ONLINE,FULL,02-04-2023 14:40,3,0.03,04-04-2023 14:15,830,0,05-04-2023 04:05
LVDC-EMS,P054D01LAWSQL01.IDSP.LOCAL,6407.M012.G001.S001,ONLINE,FULL,02-04-2023 20:03,3,0.21,04-04-2023 15:53,732,0,05-04-2023 04:05
LVDC-EMS,P054D01LAWSQL01.IDSP.LOCAL,8869.M024.G001.S001,ONLINE,FULL,04-04-2023 23:05,1,0.01,04-04-2023 14:34,811,0,05-04-2023 04:05
LVDC-EMS,P054D01LAWSQL01.IDSP.LOCAL,5533.M122.G001.S001,ONLINE,FULL,04-04-2023 03:04,1,0,04-04-2023 14:25,820,0,05-04-2023 04:07
LVDC-EMS,P054D01LAWSQL01.IDSP.LOCAL,5903.M243.G001.S001,ONLINE,FULL,04-04-2023 16:44,1,0.01,04-04-2023 14:38,807,0,05-04-2023 04:07
LVDC-EMS,P054D01LAWSQL01.IDSP.LOCAL,7063.M266.G001.S001,ONLINE,FULL,04-04-2023 04:26,1,0,04-04-2023 14:15,830,0,05-04-2023 04:05
LVDC-EMS,P054D01LAWSQL01.IDSP.LOCAL,5533.M119.G001.S001,ONLINE,FULL,04-04-2023 09:10,1,0.01,04-04-2023 14:41,804,0,05-04-2023 04:06
LVDC-EMS,P054D01LAWSQL01.IDSP.LOCAL,0006.DM14TEST.G001.S001,ONLINE,FULL,04-04-2023 01:50,1,0,04-04-2023 15:47,738,0,05-04-2023 04:06
LVDC-EMS,P054D01LAWSQL01.IDSP.LOCAL,OPT_Test,ONLINE,FULL,04-04-2023 23:05,1,0.01,04-04-2023 14:23,822,0,05-04-2023 04:07
LVDC-EMS,P054D01LAWSQL01.IDSP.LOCAL,OLKS09339.M001.G001.S001,ONLINE,FULL,04-04-2023 16:44,1,0.01,04-04-2023 14:23,822,0,05-04-2023 04:06
LVDC-EMS,P054D01LAWSQL01.IDSP.LOCAL,6477.M034.G001.S001,ONLINE,FULL,04-04-2023 00:27,1,0,04-04-2023 15:37,748,0,05-04-2023 04:06
LVDC-EMS,P054D01LAWSQL01.IDSP.LOCAL,9796.T020.G001.S001,ONLINE,FULL,04-04-2023 07:55,1,0.01,04-04-2023 15:21,764,0,05-04-2023 04:05
LVDC-EMS,P054D01LAWSQL01.IDSP.LOCAL,9266.M004 G001.S001,ONLINE,FULL,04-04-2023 20:27,1,0.01,04-04-2023 15:43,742,0,05-04-2023 04:05
LVDC-EMS,P054D01LAWSQL01.IDSP.LOCAL,6912.M004 G001.S001,ONLINE,FULL,02-04-2023 10:19,3,0.08,04-04-2023 15:44,741,0,05-04-2023 04:06
LVDC-EMS,P054D01LAWSQL01.IDSP.LOCAL,6923.M155.G001.S001,ONLINE,FULL,04-04-2023 09:10,1,0.01,04-04-2023 14:28,817,0,05-04-2023 04:07
LVDC-EMS,P054D01LAWSQL01.IDSP.LOCAL,6808.T018.G001.S001,ONLINE,FULL,04-04-2023 18:05,1,0.01,04-04-2023 15:46,739,0,05-04-2023 04:06
LVDC-EMS,P054D01LAWSQL01.IDSP.LOCAL,7679.M014.G001.S001,ONLINE,FULL,05-04-2023 00:44,0,0.02,04-04-2023 15:18,767,0,05-04-2023 04:06
LVDC-EMS,P054D01LAWSQL01.IDSP.LOCAL,PST_Test,ONLINE,FULL,04-04-2023 01:50,1,0,04-04-2023 15:09,776,0,05-04-2023 04:07
LVDC-EMS,P054D01LAWSQL01.IDSP.LOCAL,11078.M011.G001.S001,ONLINE,FULL,02-04-2023 15:57,3,0.01,04-04-2023 14:28,817,0,05-04-2023 04:07
LVDC-EMS,P054D01LAWSQL01.IDSP.LOCAL,3171.M960.G001.S001,ONLINE,FULL,04-04-2023 05:27,1,0,04-04-2023 15:25,760,0,05-04-2023 04:06
LVDC-EMS,P054D01LAWSQL01.IDSP.LOCAL,10829.T021.G001.S001.NEW,ONLINE,FULL,02-04-2023 18:18,3,0.01,04-04-2023 14:22,823,0,05-04-2023 04:06
LVDC-EMS,P054D01LAWSQL01.IDSP.LOCAL,7059.M004 G001.S001,ONLINE,FULL,03-04-2023 18:58,2,0,04-04-2023 15:29,756,0,05-04-2023 04:07
LVDC-EMS,P054D01LAWSQL01.IDSP.LOCAL,6817.M021.G001.S001,ONLINE,FULL,03-04-2023 20:09,2,0,04-04-2023 15:52,733,0,05-04-2023 04:05
LVDC-EMS,P054D01LAWSQL01.IDSP.LOCAL,11343.T002.G001.S001,ONLINE,FULL,02-04-2023 13:27,3,0.01,04-04-2023 14:27,818,0,05-04-2023 04:05
LVDC-EMS,P054D01LAWSQL01.IDSP.LOCAL,8071.M004.G001.S001_New,ONLINE,FULL,02-04-2023 20:03,3,0.28,04-04-2023 15:29,756,0,05-04-2023 04:06
LVDC-EMS,P054D01LAWSQL01.IDSP.LOCAL,6151.M084.G001.S001,ONLINE,FULL,04-04-2023 01:50,1,0,04-04-2023 14:47,798,0,05-04-2023 04:07
